,addr,scp,car_sum
119,[95 95],4.501177714679105,3.0
120,[99 17],3.7095150533316086,3.0
122,[95  8],3.913621747460957,2.0
123,[ 9 41],7.375763856280363,4.0
125,[46 73],3.4994743451523362,2.0
126,[73 19],3.395665297357846,2.0
127,[68 70],3.3864061047400633,3.0
130,[ 5 82],7.109117479530344,4.0
132,[46 63],4.604383692335579,2.0
133,[37 61],7.112821199680676,4.0
134,[37 77],14.327451658137655,9.0
135,[38 32],8.101043944024292,6.0
136,[95 41],3.0276712902624734,2.0
138,[21 95],7.0388139471972115,6.0
139,[44 61],3.4448424089730354,4.0
140,[32 98],13.483250252571995,8.0
142,[54 45],23.742473321594716,14.0
143,[ 3 51],7.961862359598181,6.0
144,[82 15],5.756129373416714,4.0
147,[60 49],8.57049136290102,6.0
148,[82  0],8.41217687635634,6.0
149,[77 18],4.110614973712412,3.0
150,[16 46],7.726949403298158,5.0
151,[ 0 20],3.4727162824755062,2.0
152,[ 2 94],8.93980282593889,6.0
157,[ 8 35],5.750370194717934,5.0
158,[80 19],4.25532260149128,3.0
160,[ 0 33],6.194137976867847,4.0
163,[83  0],18.53271655606495,12.0
164,[96 95],7.975280465181312,4.0
165,[74 99],5.574941295534668,5.0
167,[39 30],3.46742172316317,2.0
168,[61 76],4.0828597712197485,2.0
169,[ 9 82],4.719206267663929,3.0
170,[10 44],10.469732781479081,8.0
171,[ 0 94],3.053894812228403,2.0
172,[96 12],4.409552933926051,3.0
175,[78 38],6.633117140715865,4.0
176,[12 73],6.551214991633132,4.0
177,[ 5 90],7.5859800144240825,4.0
178,[79 22],13.173598900284023,8.0
182,[51 78],3.1454294200010917,2.0
183,[ 7 65],5.518311383203306,4.0
185,[62 27],4.568083192537722,4.0
186,[95 32],9.06940292595402,7.0
187,[ 5 97],3.4932803392234284,3.0
188,[26 47],11.30843154799525,6.0
191,[23 18],4.014798199985282,3.0
192,[23 91],10.134744877785392,7.0
195,[52 60],6.46769890744266,4.0
196,[85 10],13.411668267533884,9.0
197,[39 78],4.46775826758888,3.0
198,[35 32],7.314247099339499,5.0
199,[74 12],7.709241210142107,6.0
201,[21 34],7.999914440681955,5.0
202,[41 76],10.271676356860274,6.0
203,[78 31],8.20323972425064,5.0
204,[93 20],5.447608223420753,4.0
205,[75 92],4.740761693710969,3.0
206,[50 93],10.763883297194347,8.0
207,[28 48],8.009824765490785,6.0
208,[40 42],3.152478472202025,2.0
209,[69 10],6.856122647632765,5.0
211,[62 65],7.0585828334770735,4.0
212,[18 85],5.016629342359337,3.0
213,[70 16],10.470451603310957,6.0
214,[73 16],5.3851348500887815,3.0
216,[74  8],6.196484550215809,5.0
217,[63 53],10.997149070277516,7.0
218,[10 34],4.929391327782611,4.0
220,[ 8 93],4.809954296043021,2.0
221,[85 21],4.84309937706636,3.0
223,[98 65],3.7504051438291306,2.0
224,[41 37],5.637294753379336,4.0
229,[ 7 66],3.702911591025505,2.0
230,[69 28],7.229540266286847,5.0
231,[95 43],4.912084898693264,2.0
232,[57 96],9.151122566673893,7.0
233,[99 71],3.434233842869096,2.0
234,[39 38],5.973061301609208,3.0
235,[ 4 91],6.326881820705158,4.0
237,[77 21],4.606738139901473,3.0
238,[38 29],20.92617856515985,12.0
239,[10 89],8.608417176842174,6.0
240,[ 0 85],9.34514893220611,6.0
241,[ 2 51],3.4329108282961496,3.0
243,[ 6 53],7.126723686642919,6.0
246,[91 79],5.077309759444597,4.0
247,[99 70],8.608869513414287,5.0
248,[ 1 61],7.972247197416336,5.0
249,[64 93],7.222821851237049,4.0
250,[85  5],5.695547940866821,4.0
252,[99 78],4.606536806935703,4.0
253,[78 96],14.175113151602357,10.0
254,[67 54],9.467917240578092,5.0
255,[77  7],3.6279649912210044,3.0
259,[57 47],14.599509677504761,10.0
260,[ 9 42],4.198965587608705,3.0
261,[92 87],6.348938880994772,4.0
262,[21 59],17.185265676738492,12.0
263,[ 1 13],12.921447394859229,8.0
265,[ 5 57],3.244789549636481,2.0
266,[61 49],3.7342366278332015,3.0
268,[93 10],5.532318730094271,3.0
269,[72  0],14.30957261873954,10.0
271,[49 87],4.123436317795659,2.0
273,[43 42],7.175839781152893,4.0
274,[69  0],4.663807712956164,3.0
275,[95 75],7.408857368447254,6.0
276,[0 1],3.2695067540018767,2.0
277,[77  0],15.449808153682856,10.0
278,[68  2],3.891819318791048,2.0
281,[43 71],6.134337117718383,4.0
283,[21 83],4.858267583000062,4.0
284,[57 94],3.0698922522768735,2.0
285,[24  9],4.268546984173443,3.0
286,[71 21],5.1612680338422825,5.0
287,[57 30],3.810388142506368,3.0
288,[28 98],14.68401887839743,10.0
289,[39 36],11.065797650436647,8.0
290,[78 11],4.997318092571168,4.0
291,[45 69],8.72670723549287,6.0
293,[ 4 90],3.4546452906174228,3.0
294,[ 3 89],10.988892509311754,7.0
296,[24 12],8.045752117144154,5.0
297,[83 82],6.307444677096795,3.0
298,[70 45],5.305927837952849,3.0
299,[97  9],3.7788954648280964,2.0
300,[99 66],4.188486989193467,3.0
301,[ 6 33],7.171118460652653,4.0
302,[61  6],3.00455168600978,2.0
304,[63 72],9.864892221852692,6.0
307,[36 99],8.840614557017771,6.0
308,[72 17],3.843527729980944,3.0
309,[64 21],5.826915593742027,4.0
311,[73  0],7.742536102076476,6.0
312,[49 78],5.864710576613675,4.0
315,[28 46],5.319487035504654,2.0
317,[ 7 46],11.964050472098432,8.0
319,[96 32],11.284805239826929,8.0
320,[61  7],7.3863285693045535,6.0
322,[97 87],6.281258252229414,4.0
324,[19 84],3.9004215157527273,2.0
325,[ 4 82],3.0856236191663973,2.0
326,[13 85],7.749708438056526,4.0
327,[99 27],4.391420836275849,2.0
328,[23 22],8.850746936374936,6.0
329,[52 75],7.807672323058837,6.0
331,[ 2 95],8.963788665600887,6.0
332,[31 53],12.026852688135605,8.0
333,[93 90],10.744003032251092,8.0
334,[1 6],10.633401382792723,7.0
335,[26 86],6.3180279552706295,5.0
337,[87 77],3.7429682111751275,3.0
338,[72 91],3.903294999255591,3.0
339,[89 98],3.0252066470719994,2.0
340,[17 49],5.285622882638759,3.0
341,[25 86],3.6632902113729466,2.0
342,[10 55],13.726456504522229,8.0
343,[26 48],4.37103394943207,4.0
345,[42 33],8.842388734810877,6.0
346,[89 36],4.050572115423913,2.0
348,[26 51],16.178496395774065,10.0
349,[28 99],5.445536112386227,4.0
350,[82 88],3.7908282413423295,2.0
351,[ 1 55],6.153997411885943,4.0
354,[43 74],5.930525023790004,4.0
356,[36 86],3.2298953130069843,2.0
359,[95 33],3.5004419261716624,3.0
360,[17 33],7.345962316623872,4.0
361,[70  5],3.941508999772492,3.0
362,[77 94],3.939223428536859,3.0
363,[65 86],13.876285271771058,9.0
364,[38 69],6.549253210736696,4.0
366,[10 35],3.1102541079988537,2.0
367,[20 80],6.5947115343436185,4.0
368,[69 55],3.4172168548687343,2.0
370,[70  3],5.231200256653482,3.0
371,[89 34],3.3895511788775288,3.0
372,[39 75],10.963268865616119,6.0
373,[33 53],16.393130150291274,10.0
375,[54 44],6.622624587703346,4.0
376,[75  4],12.741730482585044,10.0
378,[63 32],4.037757085694134,3.0
380,[24 24],4.536513429979656,3.0
381,[83 40],5.193702639772573,4.0
382,[95 73],6.0516353302369446,5.0
384,[62 25],4.737771460425799,4.0
387,[ 1 14],7.75536556856527,5.0
389,[98 64],3.3284419368020814,2.0
394,[92 96],10.874392483430999,7.0
395,[74 90],7.788085486959488,5.0
398,[16 56],4.149869298586999,3.0
399,[73 25],3.965162620661191,3.0
400,[23 42],3.056783687576166,2.0
401,[35 85],6.004390999291166,4.0
402,[31 55],6.878639892362228,4.0
403,[58 50],14.147915511783346,10.0
404,[91 82],3.7795976682009282,2.0
405,[52 92],11.45994443676236,8.0
407,[44 32],13.828099352930957,8.0
408,[97 39],10.31804571239911,6.0
409,[ 8 75],12.72231014279043,8.0
410,[49 92],3.5557479004862036,2.0
411,[96 90],13.766199655819086,8.0
412,[86 82],6.4862191794396,4.0
413,[54 91],5.243634027241371,3.0
415,[62  5],5.6581919723754535,4.0
416,[13 78],9.35619668322634,6.0
417,[91 37],3.862362895828197,3.0
418,[75 87],4.659042898337845,3.0
419,[72 29],4.0586282841479715,3.0
422,[42 69],3.7408106862281847,2.0
423,[97 74],4.817744400931685,3.0
424,[80 94],3.0788813388991487,2.0
425,[72 26],3.3952395982767465,2.0
427,[85 88],3.5075191378059833,4.0
429,[30 56],8.273538044334012,6.0
430,[85  7],4.8983905234839025,3.0
431,[68 15],4.300631447353489,3.0
433,[67 56],11.79950905624914,9.0
435,[ 1 79],9.162388512395735,6.0
436,[53 44],10.62746635093203,6.0
437,[46 34],3.354236106430695,2.0
439,[99 76],8.23413577553275,6.0
440,[1 7],4.908917911167631,3.0
441,[63 62],3.0507338645476727,2.0
442,[93 21],5.453197239401523,4.0
443,[37 74],5.800789802835878,4.0
444,[82 39],5.970957310095391,4.0
448,[99 45],3.0719230468601673,2.0
449,[41 31],23.557352553769036,14.0
450,[78 27],5.966101378772716,5.0
451,[80 39],4.219798257916364,3.0
452,[63 50],3.429947394463916,2.0
453,[69 45],7.909530447983472,5.0
454,[ 3 52],8.091108260735284,6.0
456,[71 39],7.6988445001374215,4.0
458,[78 25],4.577268984062556,3.0
459,[11 54],3.200272743954902,2.0
461,[63 33],3.1040410920238317,2.0
462,[93 88],6.4870906735122364,4.0
463,[92 17],4.3429316342082505,2.0
465,[66 95],9.554829813173713,6.0
466,[99 28],5.456445873797824,3.0
470,[63 37],9.449431204954319,6.0
471,[ 0 12],11.127857417471802,7.0
474,[33 98],8.608356882529847,6.0
478,[14 81],4.435940686920604,3.0
480,[46 79],6.421259726348025,4.0
481,[32 86],3.4723416494646555,3.0
484,[4 1],6.778378391334136,5.0
485,[ 5 91],6.413647476839975,4.0
486,[10 70],3.244343224965882,2.0
487,[20 77],9.721400545152319,7.0
488,[69 38],3.593410570361915,2.0
489,[92 16],3.1212207015397238,2.0
490,[38 36],10.059904246008024,6.0
491,[99 93],8.239701789541298,6.0
494,[59 49],6.715075398093339,4.0
495,[39 61],17.36833657620851,10.0
496,[78 91],4.206554138968351,3.0
498,[12 33],7.89616311463149,4.0
499,[29 46],14.803980355026079,8.0
500,[80 13],4.138668139959209,3.0
501,[ 8 79],6.839025982002247,4.0
502,[67 57],8.211031659745741,5.0
504,[71 82],6.786950467701258,5.0
505,[62 24],13.296605299247899,8.0
507,[56 81],6.2241195427844715,5.0
510,[ 7 72],6.1798300670529045,4.0
511,[88 79],5.592350011664409,4.0
512,[64 69],4.7044897708974505,4.0
513,[47 75],5.983210959224064,4.0
514,[ 8 72],3.4705140024020125,2.0
515,[76  3],5.85324176690556,4.0
517,[81  8],3.675917842843522,3.0
519,[83 27],4.648326304037664,3.0
521,[ 2 57],3.1188208998389726,2.0
523,[85  6],6.7521645397327035,4.0
524,[44 33],11.847087527909101,8.0
525,[17 75],8.825004880169754,6.0
527,[51 72],8.357283933045926,6.0
528,[94 74],4.807998688473145,3.0
529,[38 79],7.434570479911195,4.0
530,[92 45],4.552084495518626,4.0
532,[35 98],7.0314803381129405,4.0
533,[46 33],3.2728081286413806,2.0
535,[82  6],4.1573806338852926,3.0
536,[77 14],3.3140769043249065,2.0
538,[35 50],6.1440141271833655,4.0
540,[43 36],16.069446994837396,10.0
541,[42 82],11.070661058603342,6.0
542,[47 93],11.189963882173096,8.0
543,[15 47],4.307424109067445,2.0
544,[36 51],6.011034715638753,4.0
545,[31 52],6.252867132931239,4.0
546,[77 10],3.84967217589298,2.0
547,[55 45],11.70372214121272,8.0
548,[76  8],4.584155163363215,4.0
549,[39 33],14.18024419947042,10.0
550,[77 17],6.633739386421647,5.0
551,[63 74],6.8730209257723525,5.0
552,[32 49],3.172420061655239,2.0
553,[32 54],3.057532869315603,2.0
554,[11 48],6.7861888364995036,4.0
556,[63 76],4.791891201652838,3.0
557,[45 38],3.4550091450447966,2.0
559,[82 10],5.706789019842892,4.0
560,[77 25],5.946698597840273,4.0
561,[59 84],8.74811154137649,6.0
562,[63 54],5.818089219668243,4.0
564,[24 99],7.354283225723732,6.0
565,[34 84],11.192407255906458,7.0
566,[71 98],5.007569666374446,3.0
570,[36 52],9.651625806952284,6.0
572,[70 50],9.593326223340767,7.0
573,[37 71],7.348116589138495,4.0
576,[46 82],4.3839762122117865,3.0
577,[45 29],10.86068504560529,8.0
578,[92  5],3.0905430361837327,2.0
580,[51 90],4.753210495773936,3.0
581,[ 5 55],10.596110062921674,8.0
582,[55 79],9.406111455067633,6.0
584,[27 51],3.4823439621957757,2.0
585,[ 6 32],7.304807398411766,4.0
586,[71 31],5.143628487824546,4.0
587,[10 77],5.25496780398949,4.0
588,[33 52],11.275053910849337,6.0
589,[47 29],8.131251538852133,6.0
590,[ 9 32],3.898798295983071,2.0
592,[94 42],10.74988176638946,8.0
593,[38 64],8.802992343257165,6.0
594,[61 61],4.266503981392535,2.0
596,[82  1],4.156627433979,4.0
597,[ 8 78],14.715147562484432,10.0
601,[48 72],9.00350442730245,6.0
602,[62 55],6.075175022609849,5.0
603,[11 52],5.557431794998818,5.0
604,[10 46],16.480353138587198,10.0
605,[99 39],3.8233473813713754,2.0
606,[ 4 92],6.262985031500003,3.0
607,[39 70],7.814445847746262,6.0
609,[46 29],15.008862266027117,8.0
612,[ 1 74],9.642997609365754,6.0
613,[96 45],4.013050913199244,3.0
614,[32 55],13.95877201824412,8.0
615,[77 91],3.800450155515568,2.0
616,[79 99],4.075377859179741,3.0
617,[ 1 57],7.226885396581505,5.0
618,[96 44],6.440067595638014,4.0
619,[53 43],9.768678686950485,6.0
620,[91 34],4.953794947495976,4.0
621,[13 53],3.23872847370386,2.0
622,[59 29],3.989890377953951,3.0
623,[85 94],3.3223111158137604,2.0
624,[51 43],7.668713957105242,6.0
625,[97  1],5.36766288977725,3.0
627,[76 24],3.686748436394079,3.0
628,[73  2],4.246813521977525,2.0
629,[52 88],9.831070248431333,6.0
631,[17 86],6.379807295785792,4.0
632,[74 88],6.257051446566729,4.0
633,[64 58],3.610394761322392,2.0
634,[56 85],8.40552400003963,6.0
635,[23 93],7.793351537426748,5.0
636,[ 5 93],3.3900048791287665,2.0
637,[ 9 98],4.270168655100652,3.0
640,[70 13],3.330754596681595,3.0
643,[64  8],9.704279173373655,6.0
647,[ 4 89],16.204253048233948,9.0
648,[96 72],6.008819288108645,4.0
649,[ 1 56],3.4596773047132765,2.0
651,[67 30],3.253300382971771,2.0
652,[44 78],4.2717211495202125,3.0
654,[55 60],3.0771551260954446,2.0
655,[29 47],12.069706496142617,8.0
656,[75 97],3.611266288008685,3.0
657,[86 34],10.0775460255981,6.0
658,[94  8],4.1382689651859605,3.0
659,[25 52],4.058047445302169,2.0
662,[41 67],3.916634837322576,2.0
665,[70 18],4.357218007669534,3.0
666,[96 16],6.341684645773155,4.0
668,[61 20],14.678642648837876,10.0
670,[94 43],6.214415719232952,4.0
672,[64 70],3.709438296513569,2.0
673,[42 42],3.286531604551091,2.0
674,[69 11],3.948884594522224,2.0
675,[93  0],3.1067764600678967,3.0
676,[64 77],3.101937302902524,3.0
677,[40 62],4.055602235962068,4.0
678,[42 36],18.542153849984203,12.0
679,[68 63],3.8572030063367726,3.0
681,[ 0 89],3.952304796882393,2.0
682,[ 1 36],7.284358528955767,6.0
683,[99 67],8.129184152880143,4.0
685,[38 76],11.368229751716225,7.0
686,[ 4 59],9.290658088041646,5.0
687,[68 13],10.221379771854139,5.0
688,[77 99],4.555170948683946,3.0
689,[64 16],15.34477180512656,10.0
691,[ 0 98],5.523547979453841,3.0
692,[85 28],7.073967741926462,4.0
693,[51 75],10.105499799041077,6.0
694,[ 0 64],3.873058625337212,2.0
695,[ 1 62],3.036901514716199,3.0
697,[17 52],3.2665174905249312,3.0
698,[25 47],4.907526180956666,4.0
699,[ 5 59],6.288876538457522,4.0
700,[99 73],3.3411567755032365,2.0
701,[69 48],3.772509915973031,3.0
703,[76 14],7.215606256277453,5.0
704,[70 64],4.597298840249774,4.0
705,[92 40],6.48186590753342,4.0
708,[49 72],18.581814084364986,12.0
709,[82 40],9.144455147777194,7.0
710,[70 54],4.932767397416609,3.0
711,[41 32],22.30599274959061,14.0
712,[14 33],3.433580596817748,2.0
713,[74 23],7.254146978597363,4.0
718,[71  1],12.439526780024305,8.0
719,[64 83],3.7414103441860336,2.0
720,[62 72],3.721170975185121,3.0
721,[47 44],9.281253589433556,6.0
722,[46 32],6.7672199498303005,6.0
724,[63 28],6.328699351822429,4.0
725,[62 83],5.147922245155941,4.0
726,[56 51],5.4635943515614835,4.0
727,[51 77],6.213542063425583,4.0
729,[69 24],5.232090337481128,4.0
730,[ 1 46],6.3701490148748885,3.0
732,[21 66],5.701197827452255,3.0
733,[76  4],7.678964491887289,4.0
734,[ 7 93],15.813267697725621,10.0
735,[92 78],7.046124773814031,5.0
736,[60 80],6.3884030173793,5.0
737,[57 46],7.506211808576655,6.0
739,[60 56],3.779149285595806,2.0
741,[ 9 71],4.729171200824029,3.0
742,[41 30],8.24051012646208,6.0
744,[94  3],4.572430328747245,3.0
747,[64 59],7.766470397200296,6.0
748,[81 18],10.07923649630257,7.0
749,[63 75],7.746959210599066,5.0
750,[63 13],4.8403469728108846,4.0
752,[84 30],11.57194444532326,6.0
754,[17 85],10.446661098785288,7.0
755,[ 0 26],5.580351720709297,4.0
756,[98 35],11.901812873100845,8.0
757,[12 80],9.589920996179986,5.0
759,[46 77],3.719578330350799,2.0
761,[99 12],8.556996416550474,6.0
762,[63 63],7.978213692525652,6.0
763,[67 51],3.4162599273524776,2.0
766,[12 54],6.46167295723599,4.0
767,[61 35],5.215491332529344,4.0
768,[61 64],5.93420195744074,4.0
769,[ 0 68],4.3177680175724005,3.0
770,[ 2 56],5.416196550694552,4.0
772,[22 27],8.21626914408708,6.0
773,[ 5 96],4.979822638707661,3.0
774,[ 7 42],3.1844153889586435,2.0
775,[77 88],4.078986163640721,3.0
776,[ 2 55],6.660818828301404,4.0
777,[93  5],5.578394828447115,4.0
779,[18 53],3.46997160232445,4.0
782,[81 38],4.070186213800929,4.0
783,[61 47],3.949301307448993,2.0
784,[96 25],6.435156746443267,5.0
785,[27 46],16.760683867374354,10.0
787,[71 42],3.9190614443361826,3.0
788,[ 9 68],4.044938306966845,3.0
791,[92 39],8.911082136018276,6.0
792,[75 20],5.310957607217244,4.0
793,[94 20],3.422217592230851,2.0
795,[74 96],5.335905350175287,4.0
796,[48 89],7.082052545653234,4.0
798,[28 33],3.9048215191788955,3.0
799,[93 72],7.971782534287598,4.0
801,[43 65],10.531512332194108,6.0
803,[42 41],4.1719167806442865,3.0
805,[76  0],3.0585279345954075,2.0
806,[45 62],8.134737498441998,6.0
807,[99 69],8.316754198898874,5.0
808,[81 98],4.00088760880331,3.0
809,[43 64],8.727147719085831,6.0
810,[23  3],4.042208346377128,3.0
811,[21 57],12.46419669929892,8.0
812,[68 42],6.147409962936039,4.0
815,[38 39],10.158339746072848,7.0
816,[77  5],4.510740969890648,2.0
817,[24  3],5.566869540834228,4.0
818,[81 95],8.671574962614773,5.0
819,[69 35],3.556786249169965,2.0
820,[ 0 53],9.551223705646702,6.0
821,[24 18],6.070536883634663,4.0
822,[61  5],7.459589536821515,6.0
823,[26 56],6.979044369171219,4.0
824,[19 47],6.301031162973651,3.0
825,[1 4],11.94861007803678,8.0
827,[71 22],6.37726566319709,5.0
828,[13 32],6.923908733451313,4.0
829,[13 83],8.384313055265798,5.0
830,[42 57],4.575859617524912,2.0
833,[22 33],7.963188328279408,5.0
835,[78 14],7.25516486287933,4.0
837,[ 4 56],17.907705027081576,12.0
838,[75  9],3.464914534723378,2.0
839,[61 46],6.597865469601956,5.0
840,[17 51],4.20968597552816,2.0
842,[85 26],3.441129565295066,2.0
844,[19 49],4.367032620030969,3.0
845,[10 51],3.233480557681574,2.0
846,[44 70],11.3979520413616,6.0
848,[26 99],11.215965948803872,6.0
849,[97 79],4.4431336912502,3.0
850,[44 30],9.485962836024443,6.0
851,[14 56],7.242788479326766,4.0
853,[99 19],8.668285927144781,5.0
854,[56 47],7.421533970036065,4.0
855,[1 2],3.3260481551428347,2.0
856,[69 23],11.898999716392634,8.0
858,[42 35],9.879750227890998,6.0
859,[85 15],9.343856230822018,6.0
860,[76 12],10.838750178154033,8.0
861,[51 91],5.344823208296799,4.0
862,[29 56],5.98880757248641,4.0
864,[ 0 54],3.9635846598042868,3.0
865,[61 22],4.017539973756397,2.0
867,[42 77],7.201417229419481,5.0
868,[40 76],3.4190832788197483,2.0
869,[52 45],6.1603164986395695,4.0
870,[47 73],3.642101712779457,2.0
873,[69 43],3.145621733732617,2.0
874,[80 82],4.096207108231607,2.0
875,[67 35],7.144373801567362,4.0
876,[ 1 75],5.013758879357983,4.0
877,[ 4 32],9.148148832254321,6.0
879,[17 55],5.137451982666057,3.0
880,[79 30],4.377168040710846,3.0
882,[92 97],6.259636747539446,4.0
883,[60 53],9.423762326896576,6.0
884,[33 47],5.44954624674801,6.0
885,[74 25],6.317401909545419,5.0
886,[11 79],3.042866956662058,2.0
887,[72 95],3.551801761669436,2.0
888,[70 17],7.109862624434195,5.0
889,[69 72],3.5384622337115816,2.0
890,[38 67],7.298192921239779,4.0
892,[74 18],3.154441610341968,2.0
893,[70 24],4.5557663555105865,3.0
894,[97 40],8.577805334008149,6.0
895,[67 49],9.346457680154332,6.0
897,[ 4 60],6.37953816159034,3.0
898,[75 31],6.912057419782268,5.0
899,[21 75],3.0271304666010264,2.0
901,[ 1 44],3.764934926874261,2.0
902,[21 74],3.6501979413772085,3.0
905,[94 97],7.246777572741998,5.0
907,[68 67],5.24338409659183,4.0
908,[72 21],7.471555702958158,5.0
909,[ 3 59],5.561348261472812,3.0
910,[49 93],13.163068430512725,8.0
913,[61 24],9.067717353644781,6.0
916,[10 78],4.006968900762425,2.0
917,[73 97],3.757371865183369,3.0
918,[62 71],10.242976602811073,7.0
921,[24 55],4.224166415237717,3.0
922,[98 57],8.757891316757838,6.0
923,[37 62],8.053645249420798,6.0
924,[79 91],3.0971175589055333,2.0
925,[65 85],4.29519351260207,4.0
928,[46 68],16.95586118062678,10.0
930,[67 84],8.644519199821477,8.0
932,[73 11],7.663334497249765,5.0
933,[85  9],4.510326238157485,2.0
934,[77 29],4.520371401619155,4.0
935,[ 0 65],5.680179805473723,3.0
936,[29 54],9.932885195982227,6.0
937,[23  6],3.995581981716754,2.0
939,[99  3],6.014507641334303,4.0
940,[69 62],5.207655005921934,3.0
941,[84 27],3.8502374619729753,2.0
943,[11 78],4.747193918438821,3.0
944,[ 4 97],7.816970221359549,5.0
945,[68 25],4.35388685263957,3.0
946,[10 92],6.338452854026809,4.0
947,[61 65],3.3524399935074323,2.0
949,[84 60],5.9798087737019,4.0
950,[76 90],4.922859910249018,3.0
951,[92 14],5.578395114858214,3.0
953,[73  3],3.2123742247611338,2.0
954,[72 92],7.434222778716678,4.0
957,[29 82],6.549906450100993,4.0
958,[32 85],3.308390194146642,2.0
959,[11 32],4.727233815054972,4.0
961,[43 35],7.971227517216042,6.0
962,[98 73],4.410352677317764,3.0
964,[10 49],9.621087829545713,6.0
965,[64 17],8.975596103102422,6.0
967,[30 52],7.8920566127657885,6.0
968,[ 0 46],4.749070715038909,4.0
969,[44 39],5.990918690289651,4.0
970,[27 47],3.2262757640785757,2.0
971,[62 23],12.55884712021556,8.0
974,[43 66],14.633877833278401,10.0
975,[ 0 18],4.227511239921326,3.0
976,[84 22],3.0001382602660245,2.0
977,[ 8 76],16.680880609163452,10.0
978,[68 69],8.4707769251256,6.0
979,[80 60],11.284287279512304,8.0
980,[43 62],9.310983842862244,6.0
981,[46 37],10.29034361446114,6.0
982,[67 68],4.845366894797406,3.0
984,[44 65],7.9692803998127,6.0
985,[ 5 30],4.033462650466746,3.0
986,[75  3],4.912897565606457,3.0
987,[23 48],14.702072538580811,7.0
988,[22  5],3.014483313328613,2.0
991,[36 46],6.8507843942309075,4.0
994,[59 53],3.2390963214469366,2.0
995,[68 58],3.0565153518714707,2.0
996,[ 7 39],6.3564457801868475,3.0
997,[77 20],4.024661391990522,2.0
998,[41 68],12.524901166641927,8.0
999,[74  2],5.008042752111438,4.0
1000,[54 73],17.310441291268063,12.0
1001,[87 79],3.3873566799671755,2.0
1004,[41 72],3.1447827873581615,4.0
1005,[60  2],3.16158727420952,2.0
1007,[81 30],9.079564315076285,6.0
1008,[24 87],9.610339010708902,6.0
1009,[42 37],3.5430246916881165,2.0
1012,[22 99],8.251609479109426,4.0
1013,[ 4 83],8.060798887252275,6.0
1014,[99  8],5.459889728767449,3.0
1016,[30 55],5.2568770635148425,4.0
1018,[73 23],3.048643919623543,2.0
1020,[48 79],12.758200224301962,8.0
1021,[94 39],8.47841717873705,6.0
1024,[71 16],12.174988724662915,7.0
